Overall,Balance,Stamina,Strength,HeadingAccuracy,ShortPassing,LongPassing,Dribbling,BallControl,Acceleration,SprintSpeed,Agility,ShotPower,Aggression,Jumping,Vision,Composure,StandingTackle,SlidingTackle
83,90.0,75.0,59.0,50.0,77.0,74.0,88.0,81.0,94.0,90.0,94.0,79.0,72.0,77.0,74.0,80.0,43.0,51.0
83,60.0,83.0,89.0,78.0,82.0,79.0,76.0,78.0,63.0,68.0,58.0,76.0,85.0,67.0,73.0,84.0,84.0,75.0
83,68.0,78.0,79.0,82.0,80.0,61.0,55.0,78.0,70.0,79.0,60.0,54.0,78.0,81.0,53.0,73.0,86.0,85.0
83,31.0,31.0,67.0,14.0,35.0,32.0,20.0,22.0,45.0,51.0,50.0,22.0,41.0,64.0,55.0,20.0,13.0,12.0
83,80.0,95.0,77.0,59.0,85.0,77.0,82.0,80.0,81.0,74.0,82.0,70.0,87.0,70.0,79.0,79.0,85.0,83.0
83,35.0,81.0,83.0,80.0,73.0,77.0,65.0,72.0,65.0,55.0,33.0,75.0,73.0,68.0,65.0,85.0,87.0,85.0
83,74.0,85.0,69.0,72.0,86.0,78.0,78.0,83.0,78.0,79.0,69.0,65.0,68.0,47.0,83.0,76.0,83.0,83.0
83,77.0,78.0,72.0,80.0,78.0,58.0,82.0,82.0,88.0,91.0,84.0,83.0,60.0,78.0,74.0,77.0,41.0,40.0
83,77.0,86.0,59.0,45.0,83.0,84.0,80.0,82.0,82.0,73.0,77.0,75.0,68.0,67.0,85.0,85.0,66.0,52.0
83,80.0,88.0,47.0,34.0,84.0,79.0,86.0,84.0,84.0,71.0,91.0,69.0,64.0,67.0,82.0,83.0,64.0,59.0
83,49.0,39.0,63.0,14.0,36.0,41.0,19.0,24.0,53.0,49.0,59.0,28.0,40.0,80.0,42.0,64.0,14.0,15.0
83,43.0,39.0,69.0,16.0,30.0,25.0,19.0,17.0,47.0,51.0,45.0,21.0,32.0,73.0,41.0,52.0,18.0,14.0
83,80.0,89.0,70.0,69.0,80.0,72.0,75.0,79.0,76.0,72.0,80.0,80.0,84.0,87.0,67.0,80.0,89.0,84.0
83,85.0,83.0,62.0,53.0,80.0,71.0,84.0,86.0,84.0,78.0,87.0,85.0,69.0,69.0,84.0,76.0,53.0,55.0
83,58.0,90.0,76.0,83.0,84.0,73.0,79.0,83.0,69.0,76.0,64.0,84.0,75.0,71.0,69.0,76.0,82.0,79.0
83,37.0,32.0,80.0,13.0,24.0,26.0,11.0,19.0,51.0,54.0,42.0,24.0,31.0,75.0,52.0,65.0,14.0,13.0
83,51.0,67.0,90.0,85.0,63.0,59.0,51.0,59.0,50.0,52.0,34.0,57.0,86.0,81.0,23.0,79.0,85.0,82.0
83,68.0,79.0,81.0,68.0,87.0,84.0,75.0,84.0,65.0,66.0,65.0,81.0,86.0,53.0,79.0,85.0,84.0,75.0
83,32.0,82.0,92.0,94.0,73.0,37.0,68.0,74.0,49.0,54.0,32.0,82.0,70.0,51.0,68.0,81.0,45.0,26.0
83,80.0,76.0,38.0,54.0,86.0,82.0,78.0,84.0,75.0,72.0,86.0,80.0,43.0,64.0,83.0,75.0,52.0,47.0
83,50.0,66.0,86.0,67.0,78.0,66.0,81.0,85.0,76.0,82.0,71.0,89.0,70.0,74.0,74.0,81.0,22.0,20.0
83,62.0,85.0,81.0,72.0,79.0,77.0,68.0,73.0,65.0,64.0,65.0,80.0,88.0,76.0,69.0,79.0,84.0,86.0
83,85.0,82.0,74.0,59.0,82.0,79.0,84.0,84.0,85.0,79.0,85.0,78.0,71.0,61.0,80.0,82.0,43.0,38.0
83,56.0,66.0,79.0,81.0,77.0,77.0,66.0,79.0,59.0,62.0,69.0,79.0,85.0,78.0,69.0,77.0,83.0,82.0
83,36.0,32.0,79.0,15.0,25.0,26.0,15.0,24.0,38.0,47.0,39.0,24.0,36.0,72.0,42.0,61.0,12.0,10.0
83,89.0,71.0,37.0,56.0,85.0,79.0,82.0,88.0,69.0,62.0,84.0,75.0,50.0,70.0,85.0,87.0,31.0,21.0
83,51.0,32.0,77.0,23.0,34.0,43.0,12.0,15.0,56.0,54.0,55.0,25.0,41.0,71.0,42.0,63.0,14.0,18.0
83,54.0,45.0,77.0,11.0,31.0,30.0,20.0,23.0,53.0,57.0,61.0,38.0,39.0,79.0,64.0,66.0,13.0,11.0
83,58.0,45.0,68.0,10.0,40.0,31.0,15.0,25.0,48.0,54.0,55.0,23.0,38.0,73.0,58.0,57.0,19.0,12.0
83,48.0,74.0,84.0,87.0,77.0,74.0,60.0,74.0,49.0,53.0,53.0,76.0,90.0,85.0,75.0,80.0,86.0,86.0
83,63.0,86.0,76.0,78.0,79.0,74.0,72.0,75.0,66.0,67.0,65.0,74.0,79.0,77.0,76.0,83.0,86.0,82.0
83,80.0,80.0,67.0,72.0,82.0,81.0,77.0,78.0,67.0,67.0,78.0,77.0,80.0,82.0,81.0,86.0,82.0,78.0
83,36.0,31.0,61.0,13.0,37.0,28.0,15.0,17.0,53.0,43.0,52.0,24.0,37.0,74.0,55.0,64.0,15.0,13.0
83,75.0,56.0,61.0,74.0,90.0,89.0,79.0,85.0,56.0,54.0,62.0,77.0,45.0,63.0,91.0,92.0,59.0,58.0
83,76.0,70.0,89.0,70.0,86.0,80.0,89.0,89.0,72.0,72.0,79.0,81.0,79.0,75.0,80.0,90.0,82.0,70.0
83,90.0,58.0,60.0,41.0,83.0,74.0,84.0,87.0,78.0,78.0,84.0,75.0,51.0,34.0,84.0,85.0,25.0,26.0
83,45.0,31.0,70.0,16.0,34.0,34.0,11.0,23.0,40.0,46.0,35.0,21.0,34.0,59.0,37.0,55.0,11.0,13.0
83,72.0,74.0,81.0,81.0,81.0,80.0,64.0,77.0,63.0,67.0,64.0,81.0,84.0,77.0,71.0,87.0,82.0,80.0
83,60.0,34.0,72.0,13.0,19.0,22.0,10.0,23.0,50.0,63.0,50.0,24.0,32.0,73.0,65.0,64.0,22.0,24.0
82,27.0,20.0,68.0,14.0,28.0,17.0,12.0,19.0,35.0,37.0,39.0,21.0,22.0,36.0,25.0,39.0,10.0,14.0
82,59.0,74.0,87.0,81.0,75.0,72.0,65.0,73.0,62.0,72.0,56.0,79.0,79.0,80.0,63.0,77.0,84.0,79.0
82,72.0,86.0,75.0,75.0,83.0,80.0,77.0,82.0,70.0,66.0,69.0,70.0,63.0,69.0,83.0,78.0,80.0,74.0
82,86.0,78.0,62.0,58.0,85.0,80.0,82.0,83.0,68.0,70.0,79.0,76.0,73.0,83.0,82.0,84.0,76.0,70.0
82,38.0,34.0,72.0,12.0,34.0,24.0,28.0,28.0,46.0,54.0,64.0,24.0,30.0,72.0,50.0,68.0,14.0,16.0
82,80.0,93.0,68.0,70.0,82.0,78.0,77.0,76.0,80.0,81.0,72.0,60.0,75.0,43.0,77.0,81.0,86.0,80.0
82,63.0,76.0,79.0,83.0,67.0,58.0,60.0,64.0,68.0,74.0,61.0,74.0,86.0,91.0,50.0,70.0,85.0,84.0
82,41.0,29.0,79.0,11.0,18.0,16.0,9.0,21.0,41.0,42.0,34.0,21.0,34.0,67.0,71.0,67.0,17.0,13.0
82,92.0,87.0,48.0,51.0,78.0,55.0,85.0,83.0,95.0,94.0,94.0,72.0,60.0,65.0,79.0,85.0,46.0,36.0
82,78.0,81.0,62.0,60.0,77.0,68.0,86.0,81.0,89.0,90.0,85.0,81.0,67.0,65.0,77.0,80.0,34.0,30.0
82,93.0,85.0,66.0,55.0,83.0,77.0,78.0,81.0,81.0,74.0,83.0,78.0,85.0,52.0,74.0,78.0,84.0,75.0
82,84.0,74.0,64.0,57.0,82.0,73.0,85.0,85.0,87.0,82.0,92.0,85.0,53.0,58.0,83.0,78.0,28.0,17.0
82,57.0,42.0,52.0,15.0,38.0,41.0,18.0,16.0,45.0,52.0,40.0,21.0,39.0,68.0,62.0,62.0,20.0,11.0
82,67.0,82.0,76.0,83.0,80.0,63.0,65.0,79.0,80.0,84.0,70.0,62.0,86.0,83.0,61.0,76.0,83.0,86.0
82,60.0,73.0,80.0,78.0,78.0,69.0,60.0,76.0,72.0,73.0,62.0,58.0,80.0,79.0,60.0,74.0,82.0,81.0
82,82.0,76.0,68.0,69.0,79.0,53.0,87.0,86.0,78.0,72.0,82.0,82.0,73.0,69.0,66.0,79.0,20.0,26.0
82,74.0,89.0,66.0,63.0,76.0,68.0,76.0,78.0,81.0,86.0,78.0,67.0,78.0,59.0,74.0,73.0,81.0,78.0
82,72.0,88.0,75.0,46.0,86.0,81.0,66.0,81.0,53.0,35.0,67.0,74.0,88.0,65.0,76.0,71.0,81.0,77.0
82,79.0,80.0,63.0,50.0,82.0,72.0,86.0,87.0,83.0,83.0,85.0,82.0,52.0,49.0,80.0,83.0,46.0,42.0
82,78.0,73.0,69.0,42.0,82.0,69.0,87.0,85.0,78.0,84.0,82.0,80.0,42.0,63.0,83.0,69.0,20.0,24.0
82,53.0,67.0,79.0,80.0,65.0,59.0,64.0,65.0,56.0,67.0,59.0,58.0,72.0,81.0,50.0,70.0,86.0,82.0
82,78.0,55.0,50.0,43.0,80.0,77.0,85.0,83.0,85.0,86.0,83.0,78.0,48.0,63.0,81.0,71.0,43.0,25.0
82,74.0,89.0,66.0,64.0,78.0,75.0,84.0,83.0,91.0,91.0,78.0,80.0,73.0,73.0,74.0,77.0,79.0,79.0
82,53.0,75.0,81.0,76.0,70.0,69.0,65.0,69.0,63.0,69.0,60.0,64.0,84.0,78.0,40.0,76.0,85.0,81.0
82,53.0,87.0,81.0,68.0,85.0,79.0,78.0,81.0,73.0,76.0,72.0,79.0,76.0,84.0,73.0,75.0,83.0,80.0
82,87.0,87.0,61.0,55.0,85.0,80.0,79.0,86.0,77.0,79.0,84.0,76.0,73.0,83.0,76.0,82.0,78.0,69.0
82,76.0,86.0,67.0,69.0,65.0,48.0,76.0,76.0,89.0,91.0,75.0,85.0,92.0,76.0,72.0,82.0,52.0,51.0
82,75.0,83.0,84.0,84.0,68.0,42.0,78.0,75.0,78.0,79.0,79.0,81.0,83.0,83.0,61.0,75.0,23.0,32.0
82,82.0,74.0,62.0,45.0,85.0,69.0,82.0,87.0,76.0,70.0,81.0,73.0,62.0,53.0,83.0,77.0,26.0,17.0
82,86.0,87.0,53.0,64.0,78.0,66.0,83.0,83.0,84.0,82.0,86.0,80.0,73.0,63.0,82.0,84.0,50.0,44.0
82,39.0,61.0,79.0,68.0,84.0,78.0,86.0,87.0,58.0,62.0,69.0,76.0,78.0,44.0,84.0,80.0,40.0,37.0
82,88.0,84.0,58.0,45.0,78.0,69.0,82.0,82.0,90.0,89.0,93.0,79.0,47.0,69.0,73.0,78.0,40.0,40.0
82,50.0,60.0,82.0,80.0,75.0,72.0,59.0,69.0,67.0,78.0,59.0,70.0,88.0,73.0,57.0,72.0,85.0,82.0
82,82.0,90.0,67.0,72.0,77.0,75.0,78.0,79.0,86.0,84.0,87.0,82.0,79.0,74.0,76.0,79.0,79.0,78.0
82,58.0,68.0,89.0,87.0,77.0,72.0,70.0,76.0,39.0,53.0,52.0,68.0,84.0,74.0,60.0,79.0,84.0,81.0
82,49.0,92.0,85.0,75.0,82.0,74.0,75.0,82.0,74.0,81.0,63.0,77.0,73.0,72.0,71.0,78.0,82.0,80.0
82,37.0,69.0,88.0,88.0,73.0,71.0,64.0,70.0,62.0,62.0,60.0,77.0,84.0,47.0,62.0,78.0,90.0,78.0
82,67.0,85.0,91.0,75.0,81.0,79.0,78.0,82.0,69.0,76.0,76.0,86.0,86.0,83.0,78.0,82.0,83.0,82.0
82,80.0,67.0,66.0,55.0,86.0,76.0,87.0,84.0,71.0,70.0,80.0,79.0,44.0,73.0,81.0,80.0,74.0,66.0
82,67.0,72.0,82.0,81.0,74.0,69.0,60.0,69.0,71.0,74.0,69.0,61.0,82.0,83.0,65.0,71.0,83.0,83.0
82,60.0,68.0,78.0,86.0,78.0,51.0,83.0,82.0,76.0,86.0,66.0,80.0,56.0,84.0,76.0,76.0,14.0,20.0
82,50.0,40.0,67.0,12.0,47.0,33.0,12.0,32.0,54.0,50.0,48.0,35.0,25.0,71.0,60.0,61.0,12.0,11.0
82,87.0,69.0,60.0,74.0,78.0,66.0,84.0,83.0,87.0,83.0,91.0,79.0,55.0,81.0,79.0,84.0,33.0,26.0
82,72.0,79.0,76.0,71.0,75.0,66.0,80.0,82.0,88.0,88.0,80.0,84.0,72.0,79.0,73.0,80.0,29.0,21.0
82,81.0,72.0,58.0,61.0,83.0,77.0,86.0,84.0,75.0,76.0,80.0,76.0,46.0,40.0,84.0,74.0,49.0,46.0
82,82.0,76.0,75.0,47.0,75.0,65.0,90.0,87.0,89.0,92.0,88.0,78.0,73.0,57.0,77.0,81.0,29.0,28.0
82,74.0,73.0,67.0,49.0,88.0,87.0,86.0,88.0,77.0,72.0,79.0,77.0,29.0,54.0,87.0,72.0,25.0,18.0
82,92.0,79.0,67.0,41.0,84.0,78.0,84.0,82.0,86.0,76.0,89.0,70.0,56.0,88.0,84.0,80.0,68.0,55.0
82,71.0,67.0,71.0,82.0,79.0,78.0,70.0,80.0,75.0,72.0,72.0,66.0,80.0,89.0,75.0,76.0,83.0,80.0
82,30.0,81.0,94.0,80.0,72.0,70.0,64.0,62.0,46.0,64.0,32.0,50.0,83.0,54.0,50.0,74.0,85.0,85.0
82,43.0,73.0,90.0,84.0,78.0,50.0,79.0,80.0,62.0,65.0,65.0,84.0,65.0,72.0,68.0,75.0,32.0,30.0
82,61.0,87.0,75.0,76.0,78.0,74.0,77.0,79.0,79.0,85.0,79.0,71.0,77.0,84.0,73.0,76.0,82.0,84.0
82,58.0,72.0,87.0,77.0,74.0,70.0,53.0,71.0,55.0,59.0,56.0,59.0,82.0,78.0,56.0,72.0,84.0,85.0
82,74.0,90.0,79.0,83.0,79.0,77.0,73.0,77.0,76.0,78.0,73.0,78.0,84.0,91.0,77.0,81.0,82.0,81.0
82,43.0,44.0,72.0,14.0,35.0,37.0,14.0,23.0,44.0,46.0,50.0,21.0,33.0,58.0,42.0,40.0,19.0,17.0
82,85.0,73.0,68.0,51.0,87.0,82.0,84.0,90.0,74.0,64.0,86.0,68.0,58.0,58.0,86.0,85.0,53.0,57.0
82,67.0,68.0,78.0,81.0,77.0,69.0,53.0,70.0,58.0,65.0,63.0,66.0,82.0,83.0,55.0,73.0,82.0,82.0
82,63.0,62.0,64.0,61.0,86.0,83.0,87.0,86.0,69.0,69.0,79.0,78.0,65.0,49.0,87.0,80.0,59.0,51.0
82,80.0,70.0,47.0,55.0,80.0,71.0,84.0,85.0,79.0,74.0,82.0,77.0,56.0,66.0,77.0,77.0,32.0,31.0
82,77.0,84.0,66.0,70.0,84.0,80.0,83.0,85.0,75.0,77.0,77.0,84.0,68.0,69.0,82.0,82.0,72.0,68.0
82,52.0,36.0,74.0,17.0,37.0,24.0,12.0,23.0,44.0,54.0,49.0,22.0,35.0,74.0,50.0,58.0,13.0,16.0
82,83.0,79.0,62.0,56.0,77.0,75.0,87.0,85.0,93.0,91.0,90.0,83.0,56.0,62.0,79.0,74.0,53.0,40.0
82,31.0,86.0,92.0,79.0,79.0,77.0,72.0,81.0,44.0,55.0,36.0,79.0,87.0,75.0,77.0,85.0,80.0,76.0
82,84.0,78.0,62.0,53.0,81.0,73.0,87.0,88.0,85.0,82.0,92.0,77.0,58.0,68.0,82.0,84.0,49.0,42.0
82,74.0,89.0,67.0,58.0,84.0,80.0,81.0,82.0,64.0,69.0,73.0,81.0,73.0,66.0,79.0,81.0,70.0,67.0
82,74.0,88.0,65.0,73.0,79.0,78.0,75.0,80.0,76.0,75.0,74.0,75.0,70.0,73.0,80.0,73.0,82.0,79.0
82,58.0,84.0,77.0,80.0,77.0,77.0,79.0,76.0,73.0,70.0,63.0,91.0,85.0,80.0,77.0,88.0,82.0,81.0
82,63.0,86.0,68.0,60.0,84.0,80.0,80.0,85.0,58.0,55.0,68.0,83.0,57.0,68.0,86.0,84.0,57.0,55.0
82,91.0,77.0,42.0,34.0,80.0,76.0,86.0,86.0,88.0,80.0,94.0,80.0,75.0,34.0,81.0,82.0,29.0,28.0
82,66.0,78.0,84.0,74.0,78.0,74.0,84.0,85.0,79.0,83.0,70.0,84.0,84.0,67.0,77.0,81.0,48.0,39.0
82,81.0,69.0,46.0,54.0,81.0,75.0,84.0,83.0,84.0,79.0,87.0,72.0,57.0,81.0,82.0,80.0,42.0,43.0
82,70.0,91.0,72.0,65.0,84.0,84.0,73.0,80.0,67.0,66.0,70.0,77.0,77.0,79.0,83.0,78.0,79.0,76.0
82,76.0,71.0,72.0,63.0,84.0,80.0,82.0,85.0,69.0,67.0,74.0,81.0,63.0,65.0,83.0,86.0,38.0,34.0
82,71.0,88.0,77.0,75.0,80.0,83.0,75.0,79.0,68.0,69.0,67.0,87.0,80.0,77.0,78.0,78.0,80.0,82.0
82,58.0,90.0,78.0,73.0,78.0,74.0,68.0,72.0,52.0,55.0,57.0,73.0,91.0,73.0,63.0,75.0,84.0,77.0
82,54.0,84.0,91.0,77.0,66.0,68.0,56.0,68.0,52.0,67.0,54.0,77.0,83.0,76.0,44.0,77.0,83.0,79.0
82,46.0,80.0,86.0,83.0,70.0,72.0,65.0,73.0,49.0,65.0,57.0,64.0,81.0,81.0,60.0,78.0,83.0,82.0
82,81.0,85.0,72.0,72.0,84.0,76.0,84.0,84.0,77.0,76.0,80.0,76.0,64.0,80.0,78.0,82.0,75.0,65.0
82,32.0,74.0,91.0,89.0,64.0,62.0,48.0,72.0,36.0,43.0,29.0,63.0,84.0,41.0,47.0,86.0,85.0,78.0
82,54.0,62.0,88.0,90.0,79.0,58.0,70.0,83.0,43.0,50.0,57.0,85.0,76.0,84.0,76.0,78.0,37.0,20.0
82,56.0,78.0,77.0,83.0,76.0,67.0,54.0,67.0,67.0,69.0,58.0,65.0,82.0,91.0,48.0,72.0,84.0,80.0
82,88.0,84.0,57.0,55.0,85.0,83.0,80.0,84.0,74.0,73.0,81.0,74.0,72.0,74.0,83.0,76.0,75.0,73.0
82,34.0,62.0,88.0,80.0,69.0,72.0,60.0,73.0,34.0,36.0,54.0,80.0,77.0,76.0,63.0,78.0,83.0,81.0
82,34.0,68.0,89.0,85.0,68.0,53.0,52.0,60.0,50.0,63.0,35.0,58.0,83.0,77.0,49.0,71.0,84.0,78.0
82,55.0,34.0,66.0,11.0,23.0,28.0,15.0,18.0,50.0,51.0,52.0,20.0,34.0,68.0,55.0,62.0,11.0,13.0
82,32.0,29.0,58.0,13.0,36.0,37.0,18.0,22.0,30.0,33.0,35.0,21.0,18.0,66.0,60.0,64.0,10.0,12.0
82,61.0,62.0,75.0,80.0,76.0,69.0,62.0,66.0,64.0,66.0,65.0,54.0,86.0,78.0,56.0,75.0,84.0,83.0
82,40.0,31.0,51.0,10.0,31.0,27.0,10.0,23.0,48.0,34.0,57.0,24.0,11.0,80.0,46.0,63.0,17.0,19.0
82,78.0,75.0,65.0,54.0,86.0,82.0,80.0,84.0,65.0,65.0,76.0,77.0,83.0,62.0,80.0,80.0,78.0,74.0
82,87.0,74.0,55.0,72.0,81.0,79.0,84.0,86.0,77.0,79.0,84.0,86.0,78.0,80.0,78.0,80.0,79.0,82.0
82,73.0,70.0,66.0,67.0,76.0,67.0,83.0,85.0,72.0,67.0,71.0,81.0,67.0,67.0,75.0,83.0,28.0,38.0
82,55.0,60.0,82.0,92.0,72.0,52.0,76.0,82.0,64.0,66.0,50.0,82.0,82.0,90.0,73.0,87.0,44.0,49.0
82,34.0,32.0,63.0,19.0,35.0,33.0,12.0,22.0,35.0,38.0,46.0,21.0,17.0,50.0,53.0,63.0,13.0,12.0
82,46.0,43.0,70.0,25.0,21.0,22.0,25.0,23.0,59.0,57.0,62.0,28.0,23.0,77.0,65.0,70.0,11.0,13.0
81,77.0,79.0,71.0,71.0,75.0,65.0,83.0,80.0,90.0,93.0,88.0,87.0,70.0,68.0,74.0,73.0,40.0,33.0
81,88.0,67.0,48.0,44.0,79.0,80.0,82.0,82.0,86.0,78.0,89.0,67.0,41.0,44.0,80.0,77.0,13.0,23.0
81,84.0,76.0,59.0,57.0,75.0,66.0,86.0,82.0,94.0,90.0,86.0,79.0,58.0,86.0,77.0,75.0,27.0,18.0
81,66.0,76.0,84.0,75.0,78.0,76.0,67.0,75.0,72.0,86.0,69.0,58.0,75.0,78.0,66.0,76.0,84.0,80.0
81,78.0,74.0,69.0,64.0,87.0,82.0,86.0,88.0,74.0,76.0,84.0,68.0,62.0,76.0,85.0,86.0,73.0,70.0
81,83.0,91.0,62.0,58.0,73.0,65.0,80.0,78.0,91.0,92.0,88.0,74.0,77.0,80.0,62.0,75.0,78.0,79.0
81,76.0,77.0,67.0,50.0,84.0,80.0,81.0,81.0,71.0,66.0,79.0,75.0,69.0,59.0,86.0,71.0,74.0,73.0
81,66.0,73.0,69.0,67.0,80.0,80.0,81.0,83.0,69.0,67.0,73.0,75.0,66.0,46.0,82.0,77.0,78.0,75.0
81,62.0,72.0,85.0,79.0,70.0,56.0,60.0,65.0,68.0,79.0,65.0,55.0,87.0,85.0,54.0,70.0,82.0,83.0
81,79.0,75.0,62.0,41.0,83.0,80.0,85.0,85.0,73.0,67.0,82.0,64.0,76.0,52.0,83.0,80.0,75.0,74.0
81,76.0,80.0,59.0,60.0,74.0,67.0,84.0,80.0,94.0,93.0,91.0,76.0,64.0,75.0,75.0,77.0,35.0,29.0
81,80.0,82.0,60.0,54.0,75.0,68.0,87.0,83.0,88.0,88.0,78.0,76.0,58.0,62.0,75.0,83.0,54.0,45.0
81,88.0,75.0,63.0,60.0,86.0,84.0,78.0,84.0,75.0,70.0,82.0,78.0,73.0,69.0,83.0,83.0,73.0,65.0
81,82.0,79.0,45.0,40.0,78.0,74.0,84.0,83.0,85.0,84.0,90.0,78.0,63.0,50.0,75.0,79.0,29.0,29.0
81,74.0,84.0,66.0,62.0,83.0,83.0,81.0,83.0,69.0,70.0,74.0,80.0,79.0,68.0,80.0,78.0,77.0,75.0
81,55.0,75.0,85.0,70.0,79.0,66.0,82.0,81.0,92.0,94.0,80.0,85.0,66.0,86.0,75.0,71.0,38.0,31.0
81,83.0,74.0,63.0,67.0,73.0,65.0,87.0,87.0,87.0,82.0,87.0,80.0,41.0,50.0,78.0,74.0,53.0,44.0
81,61.0,69.0,73.0,80.0,77.0,72.0,68.0,74.0,66.0,70.0,61.0,31.0,73.0,72.0,62.0,77.0,86.0,84.0
81,77.0,79.0,68.0,55.0,83.0,78.0,83.0,83.0,73.0,69.0,81.0,76.0,60.0,64.0,81.0,82.0,70.0,62.0
81,47.0,23.0,56.0,11.0,26.0,22.0,14.0,15.0,41.0,46.0,31.0,18.0,20.0,49.0,49.0,61.0,18.0,12.0
81,69.0,87.0,69.0,66.0,77.0,70.0,75.0,77.0,79.0,82.0,76.0,68.0,79.0,69.0,59.0,76.0,81.0,80.0
81,76.0,72.0,54.0,52.0,82.0,79.0,84.0,85.0,82.0,84.0,79.0,76.0,56.0,54.0,82.0,75.0,72.0,71.0
81,77.0,84.0,60.0,64.0,80.0,78.0,83.0,79.0,88.0,87.0,82.0,67.0,75.0,74.0,75.0,81.0,80.0,75.0
81,86.0,83.0,63.0,65.0,79.0,78.0,83.0,82.0,85.0,83.0,85.0,78.0,68.0,64.0,60.0,77.0,78.0,79.0
81,86.0,72.0,49.0,52.0,84.0,75.0,83.0,84.0,82.0,68.0,88.0,79.0,69.0,63.0,79.0,75.0,70.0,77.0
81,69.0,93.0,81.0,66.0,82.0,74.0,78.0,80.0,63.0,70.0,60.0,84.0,78.0,72.0,76.0,74.0,83.0,75.0
81,90.0,72.0,73.0,77.0,68.0,55.0,75.0,78.0,89.0,92.0,91.0,79.0,66.0,86.0,58.0,75.0,20.0,15.0
81,77.0,66.0,74.0,75.0,68.0,55.0,80.0,80.0,73.0,75.0,73.0,80.0,58.0,74.0,68.0,78.0,16.0,14.0
81,78.0,82.0,77.0,73.0,76.0,68.0,78.0,79.0,78.0,77.0,79.0,83.0,63.0,75.0,78.0,76.0,40.0,30.0
81,68.0,85.0,69.0,69.0,79.0,70.0,76.0,79.0,76.0,74.0,70.0,65.0,76.0,73.0,75.0,74.0,83.0,82.0
81,59.0,62.0,78.0,78.0,73.0,69.0,43.0,65.0,65.0,77.0,65.0,44.0,78.0,81.0,55.0,80.0,83.0,87.0
81,63.0,73.0,78.0,78.0,63.0,62.0,74.0,78.0,69.0,74.0,68.0,85.0,67.0,62.0,60.0,72.0,34.0,32.0
81,79.0,84.0,76.0,56.0,79.0,67.0,79.0,81.0,83.0,77.0,75.0,86.0,70.0,75.0,79.0,75.0,55.0,51.0
81,70.0,81.0,81.0,65.0,80.0,69.0,80.0,79.0,77.0,86.0,68.0,79.0,75.0,71.0,76.0,79.0,79.0,81.0
81,54.0,93.0,69.0,58.0,80.0,72.0,71.0,81.0,52.0,52.0,66.0,53.0,78.0,51.0,73.0,78.0,80.0,76.0
81,72.0,90.0,73.0,73.0,77.0,70.0,74.0,79.0,82.0,79.0,67.0,75.0,75.0,85.0,68.0,67.0,81.0,77.0
81,83.0,77.0,62.0,38.0,81.0,72.0,85.0,83.0,86.0,77.0,91.0,78.0,57.0,63.0,80.0,76.0,47.0,35.0
81,78.0,73.0,68.0,48.0,78.0,58.0,87.0,83.0,90.0,91.0,86.0,85.0,59.0,75.0,76.0,77.0,30.0,33.0
81,69.0,76.0,88.0,79.0,71.0,45.0,77.0,79.0,79.0,79.0,76.0,85.0,87.0,89.0,66.0,72.0,42.0,50.0
81,62.0,88.0,68.0,70.0,79.0,74.0,79.0,80.0,71.0,82.0,72.0,80.0,74.0,73.0,69.0,75.0,81.0,80.0
81,25.0,34.0,55.0,10.0,17.0,21.0,11.0,23.0,44.0,40.0,36.0,18.0,23.0,62.0,41.0,63.0,11.0,12.0
81,56.0,64.0,74.0,58.0,82.0,74.0,83.0,87.0,67.0,70.0,70.0,87.0,58.0,33.0,82.0,80.0,32.0,26.0
81,84.0,88.0,82.0,67.0,81.0,67.0,79.0,81.0,78.0,77.0,73.0,85.0,78.0,78.0,81.0,80.0,50.0,33.0
81,84.0,65.0,64.0,77.0,76.0,51.0,78.0,81.0,82.0,80.0,83.0,80.0,59.0,75.0,65.0,82.0,21.0,26.0
81,63.0,80.0,81.0,65.0,79.0,80.0,84.0,83.0,78.0,77.0,74.0,77.0,61.0,70.0,78.0,70.0,21.0,23.0
81,61.0,80.0,75.0,62.0,85.0,85.0,70.0,80.0,47.0,49.0,49.0,88.0,92.0,32.0,81.0,74.0,72.0,68.0
81,80.0,69.0,62.0,63.0,81.0,77.0,85.0,86.0,69.0,68.0,82.0,69.0,56.0,64.0,85.0,82.0,34.0,26.0
81,85.0,87.0,63.0,53.0,84.0,83.0,75.0,82.0,76.0,65.0,80.0,80.0,80.0,61.0,81.0,76.0,71.0,72.0
81,90.0,75.0,48.0,42.0,82.0,76.0,84.0,86.0,88.0,86.0,92.0,81.0,48.0,51.0,82.0,78.0,48.0,60.0
81,41.0,68.0,82.0,80.0,69.0,66.0,63.0,67.0,54.0,55.0,50.0,63.0,87.0,81.0,56.0,70.0,83.0,85.0
81,92.0,84.0,83.0,68.0,79.0,78.0,63.0,71.0,72.0,70.0,78.0,65.0,89.0,89.0,72.0,78.0,84.0,79.0
81,91.0,75.0,73.0,45.0,81.0,80.0,86.0,84.0,84.0,77.0,84.0,87.0,61.0,52.0,81.0,82.0,49.0,48.0
81,87.0,74.0,39.0,67.0,76.0,68.0,91.0,84.0,87.0,79.0,90.0,66.0,45.0,72.0,77.0,85.0,40.0,31.0
81,58.0,28.0,80.0,14.0,41.0,32.0,12.0,22.0,54.0,52.0,53.0,25.0,26.0,59.0,34.0,64.0,18.0,12.0
